Time,Sample#,Type,Sub,Chan,Num,Aux
[02:34:00.000,18240,"""",0,0,0,R
[02:34:30.000,18270,"""",0,0,0,R
[02:35:00.000,18300,"""",0,0,0,R
[02:35:30.000,18330,"""",0,0,0,R
[02:36:00.000,18360,"""",0,0,0,R
[02:36:30.000,18390,"""",0,0,0,R
[02:37:00.000,18420,"""",0,0,0,R
[02:37:30.000,18450,"""",0,0,0,R
[02:38:00.000,18480,"""",0,0,0,R
[02:38:30.000,18510,"""",0,0,0,R
[02:39:00.000,18540,"""",0,0,0,R
[02:39:30.000,18570,"""",0,0,0,R
[02:40:00.000,18600,"""",0,0,0,R
[02:40:30.000,18630,"""",0,0,0,R
[02:41:00.000,18660,"""",0,0,0,R
[02:41:30.000,18690,"""",0,0,0,R
[02:42:00.000,18720,"""",0,0,0,R
[02:42:30.000,18750,"""",0,0,0,R
[02:43:00.000,18780,"""",0,0,0,R
[02:43:30.000,18810,"""",0,0,0,R
[02:44:00.000,18840,"""",0,0,0,R
[02:44:30.000,18870,"""",0,0,0,R
[02:45:00.000,18900,"""",0,0,0,R
[02:45:30.000,18930,"""",0,0,0,R
[02:46:00.000,18960,"""",0,0,0,R
[02:46:30.000,18990,"""",0,0,0,R
[02:47:00.000,19020,"""",0,0,0,R
[02:47:30.000,19050,"""",0,0,0,R
[02:48:00.000,19080,"""",0,0,0,R
[02:48:30.000,19110,"""",0,0,0,R
[02:49:00.000,19140,"""",0,0,0,R
[02:49:30.000,19170,"""",0,0,0,R
[02:50:00.000,19200,"""",0,0,0,R
[02:50:30.000,19230,"""",0,0,0,R
[02:51:00.000,19260,"""",0,0,0,R
[02:51:30.000,19290,"""",0,0,0,R
[02:52:00.000,19320,"""",0,0,0,R
[02:52:30.000,19350,"""",0,0,0,R
[02:53:00.000,19380,"""",0,0,0,R
[02:53:30.000,19410,"""",0,0,0,R
[02:54:00.000,19440,"""",0,0,0,R
[02:54:30.000,19470,"""",0,0,0,R
[02:55:00.000,19500,"""",0,0,0,R
[02:55:30.000,19530,"""",0,0,0,R
[02:56:00.000,19560,"""",0,0,0,R
[02:56:30.000,19590,"""",0,0,0,R
[02:57:00.000,19620,"""",0,0,0,R
[02:57:30.000,19650,"""",0,0,0,R
[02:58:00.000,19680,"""",0,0,0,R
[02:58:30.000,19710,"""",0,0,0,R
[02:59:00.000,19740,"""",0,0,0,R
[02:59:30.000,19770,"""",0,0,0,R
[03:00:00.000,19800,"""",0,0,0,R
[03:00:30.000,19830,"""",0,0,0,R
[03:01:00.000,19860,"""",0,0,0,R
[03:01:30.000,19890,"""",0,0,0,R
[03:02:00.000,19920,"""",0,0,0,R
[03:02:30.000,19950,"""",0,0,0,R
[03:03:00.000,19980,"""",0,0,0,R
[03:03:30.000,20010,"""",0,0,0,R
[03:04:00.000,20040,"""",0,0,0,R
[03:04:30.000,20070,"""",0,0,0,R
[03:05:00.000,20100,"""",0,0,0,R
[03:05:30.000,20130,"""",0,0,0,R
[03:06:00.000,20160,"""",0,0,0,R
[03:06:30.000,20190,"""",0,0,0,2
[03:07:00.000,20220,"""",0,0,0,2
[03:07:30.000,20250,"""",0,0,0,2
[03:08:00.000,20280,"""",0,0,0,2
[03:08:30.000,20310,"""",0,0,0,2
[03:09:00.000,20340,"""",0,0,0,2
[03:09:30.000,20370,"""",0,0,0,2
[03:10:00.000,20400,"""",0,0,0,2
[03:10:30.000,20430,"""",0,0,0,2
[03:11:00.000,20460,"""",0,0,0,2
[03:11:30.000,20490,"""",0,0,0,2
[03:12:00.000,20520,"""",0,0,0,2
[03:12:30.000,20550,"""",0,0,0,2
[03:13:00.000,20580,"""",0,0,0,2
[03:13:30.000,20610,"""",0,0,0,2
[03:14:00.000,20640,"""",0,0,0,2
[03:14:30.000,20670,"""",0,0,0,2
[03:15:00.000,20700,"""",0,0,0,2
[03:15:30.000,20730,"""",0,0,0,2
[03:16:00.000,20760,"""",0,0,0,2
[03:16:30.000,20790,"""",0,0,0,2
[03:17:00.000,20820,"""",0,0,0,2
[03:17:30.000,20850,"""",0,0,0,2
[03:18:00.000,20880,"""",0,0,0,2
[03:18:30.000,20910,"""",0,0,0,2
[03:19:00.000,20940,"""",0,0,0,2
[03:19:30.000,20970,"""",0,0,0,2
[03:20:00.000,21000,"""",0,0,0,2
[03:20:30.000,21030,"""",0,0,0,2
[03:21:00.000,21060,"""",0,0,0,2
[03:21:30.000,21090,"""",0,0,0,2
[03:22:00.000,21120,"""",0,0,0,2
[03:22:30.000,21150,"""",0,0,0,2
[03:23:00.000,21180,"""",0,0,0,2
[03:23:30.000,21210,"""",0,0,0,2
[03:24:00.000,21240,"""",0,0,0,2
[03:24:30.000,21270,"""",0,0,0,2
[03:25:00.000,21300,"""",0,0,0,2
[03:25:30.000,21330,"""",0,0,0,2
[03:26:00.000,21360,"""",0,0,0,2
[03:26:30.000,21390,"""",0,0,0,2
[03:27:00.000,21420,"""",0,0,0,2
[03:27:30.000,21450,"""",0,0,0,2
[03:28:00.000,21480,"""",0,0,0,2
[03:28:30.000,21510,"""",0,0,0,2
[03:29:00.000,21540,"""",0,0,0,2
[03:29:30.000,21570,"""",0,0,0,2
[03:30:00.000,21600,"""",0,0,0,2
[03:30:30.000,21630,"""",0,0,0,2
[03:31:00.000,21660,"""",0,0,0,2
[03:31:30.000,21690,"""",0,0,0,2
[03:32:00.000,21720,"""",0,0,0,2
[03:32:30.000,21750,"""",0,0,0,2
[03:33:00.000,21780,"""",0,0,0,2
[03:33:30.000,21810,"""",0,0,0,2
[03:34:00.000,21840,"""",0,0,0,2
[03:34:30.000,21870,"""",0,0,0,2
[03:35:00.000,21900,"""",0,0,0,2
[03:35:30.000,21930,"""",0,0,0,2
[03:36:00.000,21960,"""",0,0,0,2
[03:36:30.000,21990,"""",0,0,0,2
[03:37:00.000,22020,"""",0,0,0,2
[03:37:30.000,22050,"""",0,0,0,2
[03:38:00.000,22080,"""",0,0,0,2
[03:38:30.000,22110,"""",0,0,0,2
[03:39:00.000,22140,"""",0,0,0,2
[03:39:30.000,22170,"""",0,0,0,2
[03:40:00.000,22200,"""",0,0,0,2
[03:40:30.000,22230,"""",0,0,0,2
[03:41:00.000,22260,"""",0,0,0,2
[03:41:30.000,22290,"""",0,0,0,2
[03:42:00.000,22320,"""",0,0,0,2
[03:42:30.000,22350,"""",0,0,0,2
[03:43:00.000,22380,"""",0,0,0,2
[03:43:30.000,22410,"""",0,0,0,3
[03:44:00.000,22440,"""",0,0,0,2
[03:44:30.000,22470,"""",0,0,0,2
[03:45:00.000,22500,"""",0,0,0,2
[03:45:30.000,22530,"""",0,0,0,2
[03:46:00.000,22560,"""",0,0,0,2
[03:46:30.000,22590,"""",0,0,0,2
[03:47:00.000,22620,"""",0,0,0,3
[03:47:30.000,22650,"""",0,0,0,3
[03:48:00.000,22680,"""",0,0,0,2
[03:48:30.000,22710,"""",0,0,0,2
[03:49:00.000,22740,"""",0,0,0,2
[03:49:30.000,22770,"""",0,0,0,2
[03:50:00.000,22800,"""",0,0,0,3
[03:50:30.000,22830,"""",0,0,0,2
[03:51:00.000,22860,"""",0,0,0,2
[03:51:30.000,22890,"""",0,0,0,2
[03:52:00.000,22920,"""",0,0,0,2
[03:52:30.000,22950,"""",0,0,0,2
[03:53:00.000,22980,"""",0,0,0,2
[03:53:30.000,23010,"""",0,0,0,2
[03:54:00.000,23040,"""",0,0,0,2
[03:54:30.000,23070,"""",0,0,0,2
[03:55:00.000,23100,"""",0,0,0,2
[03:55:30.000,23130,"""",0,0,0,3
[03:56:00.000,23160,"""",0,0,0,2
[03:56:30.000,23190,"""",0,0,0,2
[03:57:00.000,23220,"""",0,0,0,2
[03:57:30.000,23250,"""",0,0,0,2
[03:58:00.000,23280,"""",0,0,0,2
[03:58:30.000,23310,"""",0,0,0,2
[03:59:00.000,23340,"""",0,0,0,2
[03:59:30.000,23370,"""",0,0,0,2
[04:00:00.000,23400,"""",0,0,0,2
[04:00:30.000,23430,"""",0,0,0,2
[04:01:00.000,23460,"""",0,0,0,2
[04:01:30.000,23490,"""",0,0,0,2
[04:02:00.000,23520,"""",0,0,0,2
[04:02:30.000,23550,"""",0,0,0,2
[04:03:00.000,23580,"""",0,0,0,2
[04:03:30.000,23610,"""",0,0,0,2
[04:04:00.000,23640,"""",0,0,0,2
[04:04:30.000,23670,"""",0,0,0,2
[04:05:00.000,23700,"""",0,0,0,3
[04:05:30.000,23730,"""",0,0,0,2
[04:06:00.000,23760,"""",0,0,0,2
[04:06:30.000,23790,"""",0,0,0,2
[04:07:00.000,23820,"""",0,0,0,2
[04:07:30.000,23850,"""",0,0,0,2
[04:08:00.000,23880,"""",0,0,0,2
[04:08:30.000,23910,"""",0,0,0,2
[04:09:00.000,23940,"""",0,0,0,2
[04:09:30.000,23970,"""",0,0,0,2
[04:10:00.000,24000,"""",0,0,0,3
[04:10:30.000,24030,"""",0,0,0,2
[04:11:00.000,24060,"""",0,0,0,2
[04:11:30.000,24090,"""",0,0,0,2
[04:12:00.000,24120,"""",0,0,0,2
[04:12:30.000,24150,"""",0,0,0,2
[04:13:00.000,24180,"""",0,0,0,2
[04:13:30.000,24210,"""",0,0,0,2
[04:14:00.000,24240,"""",0,0,0,2
[04:14:30.000,24270,"""",0,0,0,2
[04:15:00.000,24300,"""",0,0,0,R
[04:15:30.000,24330,"""",0,0,0,R
[04:16:00.000,24360,"""",0,0,0,R
[04:16:30.000,24390,"""",0,0,0,R
[04:17:00.000,24420,"""",0,0,0,R
[04:17:30.000,24450,"""",0,0,0,R
[04:18:00.000,24480,"""",0,0,0,R
[04:18:30.000,24510,"""",0,0,0,R
[04:19:00.000,24540,"""",0,0,0,R
[04:19:30.000,24570,"""",0,0,0,R
[04:20:00.000,24600,"""",0,0,0,R
[04:20:30.000,24630,"""",0,0,0,R
[04:21:00.000,24660,"""",0,0,0,R
[04:21:30.000,24690,"""",0,0,0,R
[04:22:00.000,24720,"""",0,0,0,R
[04:22:30.000,24750,"""",0,0,0,R
[04:23:00.000,24780,"""",0,0,0,R
[04:23:30.000,24810,"""",0,0,0,R
[04:24:00.000,24840,"""",0,0,0,R
[04:24:30.000,24870,"""",0,0,0,R
[04:25:00.000,24900,"""",0,0,0,R
[04:25:30.000,24930,"""",0,0,0,R
[04:26:00.000,24960,"""",0,0,0,R
[04:26:30.000,24990,"""",0,0,0,R
[04:27:00.000,25020,"""",0,0,0,R
[04:27:30.000,25050,"""",0,0,0,R
[04:28:00.000,25080,"""",0,0,0,R
[04:28:30.000,25110,"""",0,0,0,R
[04:29:00.000,25140,"""",0,0,0,R
[04:29:30.000,25170,"""",0,0,0,R
[04:30:00.000,25200,"""",0,0,0,R
[04:30:30.000,25230,"""",0,0,0,W
[04:31:00.000,25260,"""",0,0,0,1
[04:31:30.000,25290,"""",0,0,0,1
[04:32:00.000,25320,"""",0,0,0,1
[04:32:30.000,25350,"""",0,0,0,2
[04:33:00.000,25380,"""",0,0,0,2
[04:33:30.000,25410,"""",0,0,0,2
[04:34:00.000,25440,"""",0,0,0,2
[04:34:30.000,25470,"""",0,0,0,2
[04:35:00.000,25500,"""",0,0,0,2
[04:35:30.000,25530,"""",0,0,0,2
[04:36:00.000,25560,"""",0,0,0,R
[04:36:30.000,25590,"""",0,0,0,R
[04:37:00.000,25620,"""",0,0,0,R
[04:37:30.000,25650,"""",0,0,0,R
[04:38:00.000,25680,"""",0,0,0,R
[04:38:30.000,25710,"""",0,0,0,R
[04:39:00.000,25740,"""",0,0,0,R
[04:39:30.000,25770,"""",0,0,0,R
[04:40:00.000,25800,"""",0,0,0,2
[04:40:30.000,25830,"""",0,0,0,2
[04:41:00.000,25860,"""",0,0,0,2
[04:41:30.000,25890,"""",0,0,0,2
[04:42:00.000,25920,"""",0,0,0,2
[04:42:30.000,25950,"""",0,0,0,2
[04:43:00.000,25980,"""",0,0,0,2
[04:43:30.000,26010,"""",0,0,0,2
[04:44:00.000,26040,"""",0,0,0,2
[04:44:30.000,26070,"""",0,0,0,2
[04:45:00.000,26100,"""",0,0,0,2
[04:45:30.000,26130,"""",0,0,0,2
[04:46:00.000,26160,"""",0,0,0,2
[04:46:30.000,26190,"""",0,0,0,2
[04:47:00.000,26220,"""",0,0,0,2
[04:47:30.000,26250,"""",0,0,0,2
[04:48:00.000,26280,"""",0,0,0,2
[04:48:30.000,26310,"""",0,0,0,2
[04:49:00.000,26340,"""",0,0,0,2
[04:49:30.000,26370,"""",0,0,0,2
[04:50:00.000,26400,"""",0,0,0,2
[04:50:30.000,26430,"""",0,0,0,2
[04:51:00.000,26460,"""",0,0,0,2
[04:51:30.000,26490,"""",0,0,0,2
[04:52:00.000,26520,"""",0,0,0,2
[04:52:30.000,26550,"""",0,0,0,2
[04:53:00.000,26580,"""",0,0,0,2
[04:53:30.000,26610,"""",0,0,0,2
[04:54:00.000,26640,"""",0,0,0,2
[04:54:30.000,26670,"""",0,0,0,2
[04:55:00.000,26700,"""",0,0,0,W
[04:55:30.000,26730,"""",0,0,0,W
[04:56:00.000,26760,"""",0,0,0,W
[04:56:30.000,26790,"""",0,0,0,W
[04:57:00.000,26820,"""",0,0,0,W
[04:57:30.000,26850,"""",0,0,0,W
[04:58:00.000,26880,"""",0,0,0,W
[04:58:30.000,26910,"""",0,0,0,W
[04:59:00.000,26940,"""",0,0,0,W
[04:59:30.000,26970,"""",0,0,0,W
[05:00:00.000,27000,"""",0,0,0,W
[05:00:30.000,27030,"""",0,0,0,W
[05:01:00.000,27060,"""",0,0,0,W
[05:01:30.000,27090,"""",0,0,0,W
[05:02:00.000,27120,"""",0,0,0,W
[05:02:30.000,27150,"""",0,0,0,W
[05:03:00.000,27180,"""",0,0,0,W
[05:03:30.000,27210,"""",0,0,0,W
[05:04:00.000,27240,"""",0,0,0,W
[05:04:30.000,27270,"""",0,0,0,W
[05:05:00.000,27300,"""",0,0,0,W
[05:05:30.000,27330,"""",0,0,0,W
[05:06:00.000,27360,"""",0,0,0,W
[05:06:30.000,27390,"""",0,0,0,W
[05:07:00.000,27420,"""",0,0,0,W
[05:07:30.000,27450,"""",0,0,0,W
[05:08:00.000,27480,"""",0,0,0,W
[05:08:30.000,27510,"""",0,0,0,W
[05:09:00.000,27540,"""",0,0,0,W
[05:09:30.000,27570,"""",0,0,0,W
[05:10:00.000,27600,"""",0,0,0,W
[05:10:30.000,27630,"""",0,0,0,W
[05:11:00.000,27660,"""",0,0,0,W
[05:11:30.000,27690,"""",0,0,0,W
[05:12:00.000,27720,"""",0,0,0,W
[05:12:30.000,27750,"""",0,0,0,W
[05:13:00.000,27780,"""",0,0,0,W
[05:13:30.000,27810,"""",0,0,0,W
[05:14:00.000,27840,"""",0,0,0,W
[05:14:30.000,27870,"""",0,0,0,W
[05:15:00.000,27900,"""",0,0,0,W
[05:15:30.000,27930,"""",0,0,0,W
[05:16:00.000,27960,"""",0,0,0,W
[05:16:30.000,27990,"""",0,0,0,W
[05:17:00.000,28020,"""",0,0,0,W
[05:17:30.000,28050,"""",0,0,0,W
[05:18:00.000,28080,"""",0,0,0,W
[05:18:30.000,28110,"""",0,0,0,W
[05:19:00.000,28140,"""",0,0,0,W
[05:19:30.000,28170,"""",0,0,0,W
[05:20:00.000,28200,"""",0,0,0,W
[05:20:30.000,28230,"""",0,0,0,W
[05:21:00.000,28260,"""",0,0,0,W
[05:21:30.000,28290,"""",0,0,0,W
[05:22:00.000,28320,"""",0,0,0,W
[05:22:30.000,28350,"""",0,0,0,W
[05:23:00.000,28380,"""",0,0,0,W
[05:23:30.000,28410,"""",0,0,0,W
[05:24:00.000,28440,"""",0,0,0,W
[05:24:30.000,28470,"""",0,0,0,W
[05:25:00.000,28500,"""",0,0,0,W
[05:25:30.000,28530,"""",0,0,0,W
[05:26:00.000,28560,"""",0,0,0,W
[05:26:30.000,28590,"""",0,0,0,W
[05:27:00.000,28620,"""",0,0,0,1
[05:27:30.000,28650,"""",0,0,0,1
[05:28:00.000,28680,"""",0,0,0,W
[05:28:30.000,28710,"""",0,0,0,W
[05:29:00.000,28740,"""",0,0,0,W
[05:29:30.000,28770,"""",0,0,0,W
[05:30:00.000,28800,"""",0,0,0,1
[05:30:30.000,28830,"""",0,0,0,W
[05:31:00.000,28860,"""",0,0,0,W
[05:31:30.000,28890,"""",0,0,0,W
[05:32:00.000,28920,"""",0,0,0,W
[05:32:30.000,28950,"""",0,0,0,W
[05:33:00.000,28980,"""",0,0,0,W
[05:33:30.000,29010,"""",0,0,0,1
[05:34:00.000,29040,"""",0,0,0,1
[05:34:30.000,29070,"""",0,0,0,2
[05:35:00.000,29100,"""",0,0,0,W
[05:35:30.000,29130,"""",0,0,0,1
[05:36:00.000,29160,"""",0,0,0,2
[05:36:30.000,29190,"""",0,0,0,W
[05:37:00.000,29220,"""",0,0,0,W
[05:37:30.000,29250,"""",0,0,0,W
[05:38:00.000,29280,"""",0,0,0,W
[05:38:30.000,29310,"""",0,0,0,1
[05:39:00.000,29340,"""",0,0,0,2
[05:39:30.000,29370,"""",0,0,0,W
[05:40:00.000,29400,"""",0,0,0,W
[05:40:30.000,29430,"""",0,0,0,1
[05:41:00.000,29460,"""",0,0,0,1
[05:41:30.000,29490,"""",0,0,0,1
[05:42:00.000,29520,"""",0,0,0,2
[05:42:30.000,29550,"""",0,0,0,W
[05:43:00.000,29580,"""",0,0,0,2
[05:43:30.000,29610,"""",0,0,0,2
[05:44:00.000,29640,"""",0,0,0,2
[05:44:30.000,29670,"""",0,0,0,2
[05:45:00.000,29700,"""",0,0,0,2
[05:45:30.000,29730,"""",0,0,0,2
[05:46:00.000,29760,"""",0,0,0,2
[05:46:30.000,29790,"""",0,0,0,2
[05:47:00.000,29820,"""",0,0,0,2
[05:47:30.000,29850,"""",0,0,0,2
[05:48:00.000,29880,"""",0,0,0,2
[05:48:30.000,29910,"""",0,0,0,2
[05:49:00.000,29940,"""",0,0,0,2
[05:49:30.000,29970,"""",0,0,0,2
[05:50:00.000,30000,"""",0,0,0,W
[05:50:30.000,30030,"""",0,0,0,2
[05:51:00.000,30060,"""",0,0,0,2
[05:51:30.000,30090,"""",0,0,0,2
[05:52:00.000,30120,"""",0,0,0,2
[05:52:30.000,30150,"""",0,0,0,2
[05:53:00.000,30180,"""",0,0,0,2
[05:53:30.000,30210,"""",0,0,0,2
[05:54:00.000,30240,"""",0,0,0,2
[05:54:30.000,30270,"""",0,0,0,2
[05:55:00.000,30300,"""",0,0,0,2
[05:55:30.000,30330,"""",0,0,0,2
[05:56:00.000,30360,"""",0,0,0,2
[05:56:30.000,30390,"""",0,0,0,2
[05:57:00.000,30420,"""",0,0,0,2
[05:57:30.000,30450,"""",0,0,0,2
[05:58:00.000,30480,"""",0,0,0,2
[05:58:30.000,30510,"""",0,0,0,2
[05:59:00.000,30540,"""",0,0,0,2
[05:59:30.000,30570,"""",0,0,0,R
[06:00:00.000,30600,"""",0,0,0,R
[06:00:30.000,30630,"""",0,0,0,R
[06:01:00.000,30660,"""",0,0,0,R
[06:01:30.000,30690,"""",0,0,0,R
[06:02:00.000,30720,"""",0,0,0,R
[06:02:30.000,30750,"""",0,0,0,R
[06:03:00.000,30780,"""",0,0,0,R
[06:03:30.000,30810,"""",0,0,0,R
[06:04:00.000,30840,"""",0,0,0,R
[06:04:30.000,30870,"""",0,0,0,R
[06:05:00.000,30900,"""",0,0,0,R
[06:05:30.000,30930,"""",0,0,0,R
[06:06:00.000,30960,"""",0,0,0,R
[06:06:30.000,30990,"""",0,0,0,R
[06:07:00.000,31020,"""",0,0,0,R
[06:07:30.000,31050,"""",0,0,0,R
[06:08:00.000,31080,"""",0,0,0,R
[06:08:30.000,31110,"""",0,0,0,R
[06:09:00.000,31140,"""",0,0,0,R
[06:09:30.000,31170,"""",0,0,0,R
[06:10:00.000,31200,"""",0,0,0,R
[06:10:30.000,31230,"""",0,0,0,R
[06:11:00.000,31260,"""",0,0,0,R
[06:11:30.000,31290,"""",0,0,0,R
[06:12:00.000,31320,"""",0,0,0,R
[06:12:30.000,31350,"""",0,0,0,R
[06:13:00.000,31380,"""",0,0,0,R
[06:13:30.000,31410,"""",0,0,0,R
[06:14:00.000,31440,"""",0,0,0,R
[06:14:30.000,31470,"""",0,0,0,R
[06:15:00.000,31500,"""",0,0,0,R
[06:15:30.000,31530,"""",0,0,0,R
[06:16:00.000,31560,"""",0,0,0,R
[06:16:30.000,31590,"""",0,0,0,R
[06:17:00.000,31620,"""",0,0,0,R
[06:17:30.000,31650,"""",0,0,0,R
[06:18:00.000,31680,"""",0,0,0,R
[06:18:30.000,31710,"""",0,0,0,R
[06:19:00.000,31740,"""",0,0,0,R
[06:19:30.000,31770,"""",0,0,0,R
[06:20:00.000,31800,"""",0,0,0,R
[06:20:30.000,31830,"""",0,0,0,R
[06:21:00.000,31860,"""",0,0,0,R
[06:21:30.000,31890,"""",0,0,0,R
[06:22:00.000,31920,"""",0,0,0,R
[06:22:30.000,31950,"""",0,0,0,R
[06:23:00.000,31980,"""",0,0,0,R
[06:23:30.000,32010,"""",0,0,0,R
[06:24:00.000,32040,"""",0,0,0,R
[06:24:30.000,32070,"""",0,0,0,R
[06:25:00.000,32100,"""",0,0,0,R
[06:25:30.000,32130,"""",0,0,0,R
[06:26:00.000,32160,"""",0,0,0,R
[06:26:30.000,32190,"""",0,0,0,R
[06:27:00.000,32220,"""",0,0,0,R
[06:27:30.000,32250,"""",0,0,0,R
[06:28:00.000,32280,"""",0,0,0,R
[06:28:30.000,32310,"""",0,0,0,R
[06:29:00.000,32340,"""",0,0,0,R
[06:29:30.000,32370,"""",0,0,0,R
